fid,feature_id,rdf_seeals,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,solar_Ener,pand_id_16,identificatie,EnergyEst
591,1237625,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271118,1.53E+14,1954,Pand in gebruik,woonfunctie,72,72,1,117.633,1.53E+14,NL.IMBAG.Pand.0153100000271118,117.633
592,1197570,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000220850,1.53E+14,1953,Pand in gebruik,woonfunctie,93,93,1,173.327,1.53E+14,NL.IMBAG.Pand.0153100000220850,173.327
593,1230313,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000260487,1.53E+14,1953,Pand in gebruik,,,,0,24.011,1.53E+14,NL.IMBAG.Pand.0153100000260487,24.011
594,1202876,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000231231,1.53E+14,1953,Pand in gebruik,woonfunctie,71,71,1,140.094,1.53E+14,NL.IMBAG.Pand.0153100000231231,140.094
595,1221537,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251792,1.53E+14,1954,Pand in gebruik,,,,0,81.348,1.53E+14,NL.IMBAG.Pand.0153100000251792,81.348
596,1208626,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000234969,1.53E+14,1953,Pand in gebruik,woonfunctie,123,123,1,266.063,1.53E+14,NL.IMBAG.Pand.0153100000234969,266.063
597,1242187,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277129,1.53E+14,1953,Pand in gebruik,woonfunctie,92,92,1,170.646,1.53E+14,NL.IMBAG.Pand.0153100000277129,170.646
598,1243640,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000264413,1.53E+14,1954,Pand in gebruik,overige gebruiksfunctie,20,20,1,55.555,1.53E+14,NL.IMBAG.Pand.0153100000264413,55.555
599,1218940,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248242,1.53E+14,1953,Pand in gebruik,woonfunctie,67,67,1,112.817,1.53E+14,NL.IMBAG.Pand.0153100000248242,112.817
600,1207050,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224508,1.53E+14,1959,Pand in gebruik,overige gebruiksfunctie,9,9,1,37.279,1.53E+14,NL.IMBAG.Pand.0153100000224508,37.279
601,1205786,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000228984,1.53E+14,1953,Pand in gebruik,woonfunctie,62,62,1,104.094,1.53E+14,NL.IMBAG.Pand.0153100000228984,104.094
602,1238606,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272590,1.53E+14,1953,Pand in gebruik,woonfunctie,73,73,1,113.063,1.53E+14,NL.IMBAG.Pand.0153100000272590,113.063
603,1175123,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202170,1.53E+14,1953,Pand in gebruik,woonfunctie,79,79,1,138.475,1.53E+14,NL.IMBAG.Pand.0153100000202170,138.475
604,1236087,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266435,1.53E+14,1953,Pand in gebruik,,,,0,20.902,1.53E+14,NL.IMBAG.Pand.0153100000266435,20.902
605,1210823,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238731,1.53E+14,1953,Pand in gebruik,,,,0,27.663,1.53E+14,NL.IMBAG.Pand.0153100000238731,27.663
606,1252923,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286297,1.53E+14,1953,Pand in gebruik,woonfunctie,71,71,1,142.619,1.53E+14,NL.IMBAG.Pand.0153100000286297,142.619
607,1253060,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000282053,1.53E+14,1959,Pand in gebruik,overige gebruiksfunctie,9,9,1,49.457,1.53E+14,NL.IMBAG.Pand.0153100000282053,49.457
608,1254193,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000283547,1.53E+14,1953,Pand in gebruik,woonfunctie,62,62,1,98.027,1.53E+14,NL.IMBAG.Pand.0153100000283547,98.027
609,1228615,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000247987,1.53E+14,1997,Pand in gebruik,,,,0,125.421,1.53E+14,NL.IMBAG.Pand.0153100000247987,125.421
610,1219904,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248300,1.53E+14,1954,Pand in gebruik,woonfunctie,58,60,2,215.11,1.53E+14,NL.IMBAG.Pand.0153100000248300,215.11
611,1223200,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248555,1.53E+14,1956,Pand in gebruik,woonfunctie,77,77,1,104.894,1.53E+14,NL.IMBAG.Pand.0153100000248555,104.894
612,1195362,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000221358,1.53E+14,1954,Pand in gebruik,woonfunctie,58,70,2,226.55,1.53E+14,NL.IMBAG.Pand.0153100000221358,226.55
613,1223684,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251972,1.53E+14,1954,Pand in gebruik,,,,0,107.506,1.53E+14,NL.IMBAG.Pand.0153100000251972,107.506
614,1212449,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000236418,1.53E+14,1956,Pand in gebruik,,,,0,62.93,1.53E+14,NL.IMBAG.Pand.0153100000236418,62.93
615,1232167,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000261269,1.53E+14,1954,Pand in gebruik,,,,0,38.057,1.53E+14,NL.IMBAG.Pand.0153100000261269,38.057
616,1233651,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266237,1.53E+14,1954,Pand in gebruik,"bijeenkomstfunctie,woonfunctie",52,107,2,233.507,1.53E+14,NL.IMBAG.Pand.0153100000266237,233.507
617,1198426,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227162,1.53E+14,1954,Pand in gebruik,woonfunctie,100,107,2,371.409,1.53E+14,NL.IMBAG.Pand.0153100000227162,371.409
618,1198353,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000215069,1.53E+14,1954,Pand in gebruik,,,,0,22.329,1.53E+14,NL.IMBAG.Pand.0153100000215069,22.329
619,1188384,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211358,1.53E+14,1956,Pand in gebruik,,,,0,110.6,1.53E+14,NL.IMBAG.Pand.0153100000211358,110.6
620,1213916,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000225517,1.53E+14,1954,Pand in gebruik,,,,0,64.045,1.53E+14,NL.IMBAG.Pand.0153100000225517,64.045
621,1183443,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208263,1.53E+14,1954,Pand in gebruik,"winkelfunctie,woonfunctie",69,107,2,334.019,1.53E+14,NL.IMBAG.Pand.0153100000208263,334.019
622,1233617,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000261976,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,2,240.582,1.53E+14,NL.IMBAG.Pand.0153100000261976,240.582
623,1185255,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208431,1.53E+14,1956,Pand in gebruik,,,,0,60.789,1.53E+14,NL.IMBAG.Pand.0153100000208431,60.789
624,1216041,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243217,1.53E+14,1954,Pand in gebruik,"bijeenkomstfunctie,woonfunctie",107,167,3,629.685,1.53E+14,NL.IMBAG.Pand.0153100000243217,629.685
625,1205657,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000231026,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,2,242.531,1.53E+14,NL.IMBAG.Pand.0153100000231026,242.531
626,1237492,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000258441,1.53E+14,1956,Pand in gebruik,,,,0,77.023,1.53E+14,NL.IMBAG.Pand.0153100000258441,77.023
627,1239086,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272162,1.53E+14,1956,Pand in gebruik,woonfunctie,70,70,2,237.256,1.53E+14,NL.IMBAG.Pand.0153100000272162,237.256
628,1241059,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267472,1.53E+14,1956,Pand in gebruik,woonfunctie,77,77,1,124.674,1.53E+14,NL.IMBAG.Pand.0153100000267472,124.674
629,1241688,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267512,1.53E+14,1956,Pand in gebruik,,,,0,42.28,1.53E+14,NL.IMBAG.Pand.0153100000267512,42.28
630,1246408,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277458,1.53E+14,1954,Pand in gebruik,"gezondheidszorgfunctie,woonfunctie",107,171,2,462.526,1.53E+14,NL.IMBAG.Pand.0153100000277458,462.526
631,1247167,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277761,1.53E+14,1954,Pand in gebruik,"kantoorfunctie,woonfunctie",35,114,4,538.002,1.53E+14,NL.IMBAG.Pand.0153100000277761,538.002
632,1247602,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277561,1.53E+14,1954,Pand in gebruik,"winkelfunctie,woonfunctie",64,107,2,347.117,1.53E+14,NL.IMBAG.Pand.0153100000277561,347.117
633,1253035,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285252,1.53E+14,1956,Pand in gebruik,woonfunctie,70,70,2,219.155,1.53E+14,NL.IMBAG.Pand.0153100000285252,219.155
634,1258593,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291871,1.53E+14,1954,Pand in gebruik,,,,0,41.713,1.53E+14,NL.IMBAG.Pand.0153100000291871,41.713
635,1262266,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290063,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,2,198.421,1.53E+14,NL.IMBAG.Pand.0153100000290063,198.421
636,1271826,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000507199,1.53E+14,2020,Pand in gebruik,,,,0,18.126,1.53E+14,NL.IMBAG.Pand.0153100000507199,18.126
637,10751336,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000515879,1.53E+14,2017,Pand in gebruik,,,,0,47.266,1.53E+14,NL.IMBAG.Pand.0153100000515879,47.266
638,1246304,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000275524,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,238.881,1.53E+14,NL.IMBAG.Pand.0153100000275524,238.881
639,1238666,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000265868,1.53E+14,2003,Pand in gebruik,woonfunctie,185,185,1,289.731,1.53E+14,NL.IMBAG.Pand.0153100000265868,289.731
640,1244619,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271574,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,178.804,1.53E+14,NL.IMBAG.Pand.0153100000271574,178.804
641,1233530,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259966,1.53E+14,2003,Pand in gebruik,woonfunctie,188,188,1,280.901,1.53E+14,NL.IMBAG.Pand.0153100000259966,280.901
642,1202012,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227468,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,205.062,1.53E+14,NL.IMBAG.Pand.0153100000227468,205.062
643,1179564,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205149,1.53E+14,2003,Pand in gebruik,woonfunctie,188,188,1,279.467,1.53E+14,NL.IMBAG.Pand.0153100000205149,279.467
644,1238389,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269862,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,186.503,1.53E+14,NL.IMBAG.Pand.0153100000269862,186.503
645,1225872,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252394,1.53E+14,1982,Pand in gebruik,woonfunctie,92,92,1,212.097,1.53E+14,NL.IMBAG.Pand.0153100000252394,212.097
646,1180419,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204224,1.53E+14,2003,Pand in gebruik,woonfunctie,185,185,1,287.091,1.53E+14,NL.IMBAG.Pand.0153100000204224,287.091
647,1223404,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248573,1.53E+14,1982,Pand in gebruik,woonfunctie,92,92,1,214.183,1.53E+14,NL.IMBAG.Pand.0153100000248573,214.183
648,1234743,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266333,1.53E+14,2003,Pand in gebruik,woonfunctie,190,190,1,275.179,1.53E+14,NL.IMBAG.Pand.0153100000266333,275.179
649,1200159,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229193,1.53E+14,2003,Pand in gebruik,woonfunctie,178,178,1,260.282,1.53E+14,NL.IMBAG.Pand.0153100000229193,260.282
650,1182623,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204374,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,191.658,1.53E+14,NL.IMBAG.Pand.0153100000204374,191.658
651,1221946,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246409,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,189.653,1.53E+14,NL.IMBAG.Pand.0153100000246409,189.653
652,1223223,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248558,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,179.674,1.53E+14,NL.IMBAG.Pand.0153100000248558,179.674
653,1251758,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286207,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,198.355,1.53E+14,NL.IMBAG.Pand.0153100000286207,198.355
654,1176906,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203277,1.53E+14,1982,Pand in gebruik,woonfunctie,90,90,1,182.102,1.53E+14,NL.IMBAG.Pand.0153100000203277,182.102
655,1201453,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000231608,1.53E+14,2003,Pand in gebruik,woonfunctie,178,178,1,297.429,1.53E+14,NL.IMBAG.Pand.0153100000231608,297.429
656,1174542,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202086,1.53E+14,1982,Pand in gebruik,woonfunctie,88,88,1,204.331,1.53E+14,NL.IMBAG.Pand.0153100000202086,204.331
657,1238060,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000265414,1.53E+14,2003,Pand in gebruik,woonfunctie,125,125,1,296.413,1.53E+14,NL.IMBAG.Pand.0153100000265414,296.413
658,1215963,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000242497,1.53E+14,2003,Pand in gebruik,woonfunctie,169,169,1,275.692,1.53E+14,NL.IMBAG.Pand.0153100000242497,275.692
659,1250803,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000283295,1.53E+14,2003,Pand in gebruik,woonfunctie,185,185,1,307.819,1.53E+14,NL.IMBAG.Pand.0153100000283295,307.819
660,1233941,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267113,1.53E+14,1999,Pand in gebruik,,,,0,28.701,1.53E+14,NL.IMBAG.Pand.0153100000267113,28.701
661,1175252,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202192,1.53E+14,1999,Pand in gebruik,woonfunctie,106,106,1,248.305,1.53E+14,NL.IMBAG.Pand.0153100000202192,248.305
662,1247259,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277520,1.53E+14,2003,Pand in gebruik,woonfunctie,188,188,1,276.635,1.53E+14,NL.IMBAG.Pand.0153100000277520,276.635
663,1259875,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000287079,1.53E+14,1999,Pand in gebruik,woonfunctie,124,124,1,236.08,1.53E+14,NL.IMBAG.Pand.0153100000287079,236.08
664,1249528,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000283684,1.53E+14,2003,Pand in gebruik,woonfunctie,188,188,1,293.776,1.53E+14,NL.IMBAG.Pand.0153100000283684,293.776
665,1243465,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277230,1.53E+14,2003,Pand in gebruik,woonfunctie,188,188,1,294.423,1.53E+14,NL.IMBAG.Pand.0153100000277230,294.423
666,1252342,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285771,1.53E+14,2003,Pand in gebruik,woonfunctie,103,103,1,231.337,1.53E+14,NL.IMBAG.Pand.0153100000285771,231.337
667,1253386,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286725,1.53E+14,2003,Pand in gebruik,woonfunctie,184,184,1,307.271,1.53E+14,NL.IMBAG.Pand.0153100000286725,307.271
668,1243091,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000273917,1.53E+14,1919,Pand in gebruik,woonfunctie,151,151,1,300.933,1.53E+14,NL.IMBAG.Pand.0153100000273917,300.933
669,1224140,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000249436,1.53E+14,1956,Pand in gebruik,,,,0,21.765,1.53E+14,NL.IMBAG.Pand.0153100000249436,21.765
670,1214258,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000242931,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,132.035,1.53E+14,NL.IMBAG.Pand.0153100000242931,132.035
671,1207954,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000234909,1.53E+14,1956,Pand in gebruik,,,,0,32.157,1.53E+14,NL.IMBAG.Pand.0153100000234909,32.157
672,1223294,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000254252,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,105.485,1.53E+14,NL.IMBAG.Pand.0153100000254252,105.485
673,1239713,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272663,1.53E+14,1956,Pand in gebruik,,,,0,28.796,1.53E+14,NL.IMBAG.Pand.0153100000272663,28.796
674,1207428,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224523,1.53E+14,1962,Pand in gebruik,overige gebruiksfunctie,17,17,1,39.637,1.53E+14,NL.IMBAG.Pand.0153100000224523,39.637
675,1229089,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000260760,1.53E+14,1956,Pand in gebruik,,,,0,85.123,1.53E+14,NL.IMBAG.Pand.0153100000260760,85.123
676,1223811,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000253213,1.53E+14,1956,Pand in gebruik,,,,0,43.644,1.53E+14,NL.IMBAG.Pand.0153100000253213,43.644
677,1184931,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207047,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,126.331,1.53E+14,NL.IMBAG.Pand.0153100000207047,126.331
678,1184217,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209642,1.53E+14,1965,Pand in gebruik,overige gebruiksfunctie,15,15,1,148.108,1.53E+14,NL.IMBAG.Pand.0153100000209642,148.108
679,1220716,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000249263,1.53E+14,1956,Pand in gebruik,,,,0,27.512,1.53E+14,NL.IMBAG.Pand.0153100000249263,27.512
680,1182607,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207766,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,132.778,1.53E+14,NL.IMBAG.Pand.0153100000207766,132.778
681,1193221,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217371,1.53E+14,1956,Pand in gebruik,,,,0,17.127,1.53E+14,NL.IMBAG.Pand.0153100000217371,17.127
682,1199831,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227313,1.53E+14,1956,Pand in gebruik,,,,0,28.703,1.53E+14,NL.IMBAG.Pand.0153100000227313,28.703
683,1203038,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229368,1.53E+14,1954,Pand in gebruik,,,,0,51.668,1.53E+14,NL.IMBAG.Pand.0153100000229368,51.668
684,1203974,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000225263,1.53E+14,1954,Pand in gebruik,,,,0,83.437,1.53E+14,NL.IMBAG.Pand.0153100000225263,83.437
685,1190837,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217637,1.53E+14,1956,Pand in gebruik,,,,0,27.512,1.53E+14,NL.IMBAG.Pand.0153100000217637,27.512
686,1240775,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269577,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,107.834,1.53E+14,NL.IMBAG.Pand.0153100000269577,107.834
687,1241069,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276094,1.53E+14,1956,Pand in gebruik,,,,0,40.535,1.53E+14,NL.IMBAG.Pand.0153100000276094,40.535
688,1257002,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290757,1.53E+14,1956,Pand in gebruik,woonfunctie,98,98,1,106.503,1.53E+14,NL.IMBAG.Pand.0153100000290757,106.503
689,1270206,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506950,1.53E+14,1956,Pand in gebruik,,,,0,43.257,1.53E+14,NL.IMBAG.Pand.0153100000506950,43.257
690,1272486,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506625,1.53E+14,2019,Pand in gebruik,,,,0,70.51,1.53E+14,NL.IMBAG.Pand.0153100000506625,70.51
691,1183923,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209166,1.53E+14,1956,Pand in gebruik,,,,0,40.262,1.53E+14,NL.IMBAG.Pand.0153100000209166,40.262
692,10803993,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000239010,1.53E+14,1963,Sloopvergunning verleend,"bijeenkomstfunctie,woonfunctie",125,1868,2,6042.344,1.53E+14,NL.IMBAG.Pand.0153100000239010,6042.344
693,1208230,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229885,1.53E+14,1954,Pand in gebruik,,,,0,233.043,1.53E+14,NL.IMBAG.Pand.0153100000229885,233.043
694,1226206,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255206,1.53E+14,1954,Pand in gebruik,,,,0,79.648,1.53E+14,NL.IMBAG.Pand.0153100000255206,79.648
695,1222609,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000248503,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,4,482.794,1.53E+14,NL.IMBAG.Pand.0153100000248503,482.794
696,1218348,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243968,1.53E+14,1954,Pand in gebruik,,,,0,190.609,1.53E+14,NL.IMBAG.Pand.0153100000243968,190.609
697,1224070,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251519,1.53E+14,1954,Pand in gebruik,,,,0,29.967,1.53E+14,NL.IMBAG.Pand.0153100000251519,29.967
698,1225523,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000253285,1.53E+14,1954,Pand in gebruik,,,,0,57.96,1.53E+14,NL.IMBAG.Pand.0153100000253285,57.96
699,1227874,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000260281,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,4,495.717,1.53E+14,NL.IMBAG.Pand.0153100000260281,495.717
700,1203203,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227520,1.53E+14,1954,Pand in gebruik,,,,0,130.459,1.53E+14,NL.IMBAG.Pand.0153100000227520,130.459
701,1212611,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238491,1.53E+14,1954,Pand in gebruik,,,,0,27.106,1.53E+14,NL.IMBAG.Pand.0153100000238491,27.106
702,1210846,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000236915,1.53E+14,1954,Pand in gebruik,woonfunctie,61,70,2,212.524,1.53E+14,NL.IMBAG.Pand.0153100000236915,212.524
